"scale","ethical_principle","diff"
"scale = 2","reward
 all three",-0.59556171087
"scale = 2","selfishness",-0.0091359102
"scale = 2","generosity",0.6911934548
"scale = 2","tradition
 compliance",-0.29720634993
"scale = 2","reward
 labor",-0.240858204757
"scale = 2","reward
 land",-0.0114020331
"scale = 2","reward
 resource",-0.02090269
"scale = 2","reward labor
 and land",0.0501258081
"scale = 2","reward labor
 and resource",0.050504703
"scale = 2","reward land
 and resource",-0.3677928195
"scale = 2","reward
 all three",0.1554740414
"scale = 2","selfishness",-0.0804389483
"scale = 2","generosity",0.2774683984
"scale = 2","tradition
 compliance",0.42192738737
"scale = 2","reward
 labor",-0.034242804
"scale = 2","reward
 land",-0.1060522722
"scale = 2","reward
 resource",-0.60677420755
"scale = 2","reward labor
 and land",0.1072022164
"scale = 2","reward labor
 and resource",-0.0804369173
"scale = 2","reward land
 and resource",-0.0130334803
"scale = 2","reward
 all three",0.11438064
"scale = 2","selfishness",-0.047053547
"scale = 2","generosity",0.025558326
"scale = 2","tradition
 compliance",-0.6229128465
"scale = 2","reward
 labor",0.071888621
"scale = 2","reward
 land",-0.0448530848
"scale = 2","reward
 resource",0.0045512891
"scale = 2","reward labor
 and land",0.0853698344
"scale = 2","reward labor
 and resource",0.5418445937
"scale = 2","reward land
 and resource",-0.170436759
"scale = 2","reward
 all three",0.1560435779
"scale = 2","selfishness",-0.084936244
"scale = 2","generosity",-0.094446838
"scale = 2","tradition
 compliance",-0.013590904
"scale = 2","reward
 labor",-0.001341616
"scale = 2","reward
 land",-0.56676027215
"scale = 2","reward
 resource",0.07976473382
"scale = 2","reward labor
 and land",-0.058164402
"scale = 2","reward labor
 and resource",0.80852103312
"scale = 2","reward land
 and resource",-0.017338706
"scale = 2","reward
 all three",-0.0517067841
"scale = 2","selfishness",0.019258026
"scale = 2","generosity",0.0001316551
"scale = 2","tradition
 compliance",0.043176223
"scale = 2","reward
 labor",0.088676277
"scale = 2","reward
 land",0.002031391
"scale = 2","reward
 resource",-0.69124496437
"scale = 2","reward labor
 and land",0.320329552
"scale = 2","reward labor
 and resource",-0.1338204008
"scale = 2","reward land
 and resource",0.124422897
"scale = 2","reward
 all three",0.227039335
"scale = 2","selfishness",-0.0270126615
"scale = 2","generosity",-0.465006753
"scale = 2","tradition
 compliance",-0.0382104325
"scale = 2","reward
 labor",-0.06394552032
"scale = 2","reward
 land",-0.0456777384
"scale = 2","reward
 resource",0.944578828
"scale = 2","reward labor
 and land",-0.02101082838
"scale = 2","reward labor
 and resource",0.016280977
"scale = 2","reward land
 and resource",-0.22641603675
"scale = 2","reward
 all three",-0.07357983058
"scale = 2","selfishness",0.049032283
"scale = 2","generosity",0.0188635791
"scale = 2","tradition
 compliance",0.18925076
"scale = 2","reward
 labor",0.009940376
"scale = 2","reward
 land",0.1048079453
"scale = 2","reward
 resource",-0.76800082482
"scale = 2","reward labor
 and land",0.204086485
"scale = 2","reward labor
 and resource",-0.0613467925
"scale = 2","reward land
 and resource",0.1677323599
"scale = 2","reward
 all three",0.085633829
"scale = 2","selfishness",0.019187129
"scale = 2","generosity",-0.1048848559
"scale = 2","tradition
 compliance",-0.010693412
"scale = 2","reward
 labor",0.012570891
"scale = 2","reward
 land",-0.0986112686
"scale = 2","reward
 resource",-0.20073972
"scale = 2","reward labor
 and land",-0.26275728
"scale = 2","reward labor
 and resource",-0.0280705073
"scale = 2","reward land
 and resource",0.79686835023
"scale = 2","reward
 all three",-0.122869329
"scale = 2","selfishness",0.0460119385
"scale = 2","generosity",0.64405868541
"scale = 2","tradition
 compliance",0.0275305235
"scale = 2","reward
 labor",0.0826170875
"scale = 2","reward
 land",0.0304266902
"scale = 2","reward
 resource",0.0758057055
"scale = 2","reward labor
 and land",0.03588197367
"scale = 2","reward labor
 and resource",0.0402069792
"scale = 2","reward land
 and resource",-0.97777850174
"scale = 2","reward
 all three",-0.00476107892
"scale = 2","selfishness",0.037554653
"scale = 2","generosity",9.02279999999995e-05
"scale = 2","tradition
 compliance",-0.0041886556
"scale = 2","reward
 labor",-0.8279188333
"scale = 2","reward
 land",0.77777212326
"scale = 2","reward
 resource",-0.0552179662
"scale = 2","reward labor
 and land",-0.01179413797
"scale = 2","reward labor
 and resource",-0.001043375
"scale = 2","reward land
 and resource",-0.009192039
"scale = 2","reward
 all three",0.09393800916
"scale = 2","selfishness",-0.281374241
"scale = 2","generosity",0.676143056
"scale = 2","tradition
 compliance",0.050320704
"scale = 2","reward
 labor",-0.0360416219
"scale = 2","reward
 land",-0.170286133
"scale = 2","reward
 resource",-0.1275679204
"scale = 2","reward labor
 and land",0.1057939916
"scale = 2","reward labor
 and resource",-0.1291183677
"scale = 2","reward land
 and resource",-0.0710038687
"scale = 2","reward
 all three",-0.0168656
"scale = 2","selfishness",-0.19527724243
"scale = 2","generosity",0.0632322812
"scale = 2","tradition
 compliance",0.3962341769
"scale = 2","reward
 labor",0.4300388734
"scale = 2","reward
 land",-0.03034904642
"scale = 2","reward
 resource",0.004253654
"scale = 2","reward labor
 and land",-0.15721087391
"scale = 2","reward labor
 and resource",-0.562346417
"scale = 2","reward land
 and resource",0.0622222559
"scale = 2","reward
 all three",-0.0107976654
"scale = 2","selfishness",0.00744862713
"scale = 2","generosity",0.452727520114
"scale = 2","tradition
 compliance",-0.03789151876
"scale = 2","reward
 labor",0.01754168683
"scale = 2","reward
 land",0.21328880301
"scale = 2","reward
 resource",-0.0344395093
"scale = 2","reward labor
 and land",0.283682265556
"scale = 2","reward labor
 and resource",-0.0011409018
"scale = 2","reward land
 and resource",0.0105678593
"scale = 2","reward
 all three",-0.9117848363
"scale = 2","selfishness",-0.0583474161
"scale = 2","generosity",-0.4461289206
"scale = 2","tradition
 compliance",0.1712566279
"scale = 2","reward
 labor",-0.1562870421
"scale = 2","reward
 land",0.0362629
"scale = 2","reward
 resource",0.0160703088
"scale = 2","reward labor
 and land",-0.2390352524
"scale = 2","reward labor
 and resource",0.36663092826
"scale = 2","reward land
 and resource",-0.0024296
"scale = 2","reward
 all three",0.31200744961
"scale = 2","selfishness",0.0107711287
"scale = 2","generosity",0.88976980624
"scale = 2","tradition
 compliance",-0.14898323794
"scale = 2","reward
 labor",0.062199783
"scale = 2","reward
 land",-0.0184706423
"scale = 2","reward
 resource",-0.0507529318
"scale = 2","reward labor
 and land",-0.039292196
"scale = 2","reward labor
 and resource",-0.01550517366
"scale = 2","reward land
 and resource",-0.0224420743
"scale = 2","reward
 all three",-0.6672944574
"scale = 2","selfishness",0.05482589726
"scale = 2","generosity",-0.939737342822
"scale = 2","tradition
 compliance",0.562396555704
"scale = 2","reward
 labor",-0.03443771834
"scale = 2","reward
 land",-0.0117931111
"scale = 2","reward
 resource",0.0453407443
"scale = 2","reward labor
 and land",0.10641730316
"scale = 2","reward labor
 and resource",0.0630323216
"scale = 2","reward land
 and resource",0.15523314795
"scale = 2","reward
 all three",-0.0012777989
"scale = 2","selfishness",-0.05655994349
"scale = 2","generosity",0.762737507952
"scale = 2","tradition
 compliance",-0.371162454973
"scale = 2","reward
 labor",0.1062267352
"scale = 2","reward
 land",0.0345304329
"scale = 2","reward
 resource",-0.27209974913
"scale = 2","reward labor
 and land",-0.0464281613
"scale = 2","reward labor
 and resource",-0.00176507623
"scale = 2","reward land
 and resource",-0.24462813477
"scale = 2","reward
 all three",0.0891488576
"scale = 2","selfishness",-0.07916332662
"scale = 2","generosity",-0.020513748
"scale = 2","tradition
 compliance",-0.0739171996
"scale = 2","reward
 labor",-0.6575255406
"scale = 2","reward
 land",0.16516171297
"scale = 2","reward
 resource",0.0426465593
"scale = 2","reward labor
 and land",-0.084396981
"scale = 2","reward labor
 and resource",0.056644161
"scale = 2","reward land
 and resource",0.53347373369
"scale = 2","reward
 all three",0.1175906213
"scale = 2","selfishness",0.4302242971
"scale = 2","generosity",0.0141739598
"scale = 2","tradition
 compliance",0.1964518006
"scale = 2","reward
 labor",0.31035888152
"scale = 2","reward
 land",-0.1654860974
"scale = 2","reward
 resource",-0.0207998162
"scale = 2","reward labor
 and land",0.02217223137
"scale = 2","reward labor
 and resource",-0.0018220017
"scale = 2","reward land
 and resource",-0.75178003378
"scale = 2","reward
 all three",-0.033493227
"scale = 2","selfishness",-0.0077400077
"scale = 2","generosity",-0.22350107
"scale = 2","tradition
 compliance",-0.6359767156
"scale = 2","reward
 labor",-0.012261531
"scale = 2","reward
 land",0.0065665614
"scale = 2","reward
 resource",0.0346846935
"scale = 2","reward labor
 and land",0.0706691648
"scale = 2","reward labor
 and resource",-0.010957085
"scale = 2","reward land
 and resource",0.7301855601
"scale = 2","reward
 all three",0.048330434
"scale = 2","selfishness",0.023876087
"scale = 2","generosity",0.6007112069
"scale = 2","tradition
 compliance",0.0651150839
"scale = 2","reward
 labor",0.000406369
"scale = 2","reward
 land",-0.16244702
"scale = 2","reward
 resource",-0.161882639
"scale = 2","reward labor
 and land",-0.253817889
"scale = 2","reward labor
 and resource",0.063060815
"scale = 2","reward land
 and resource",-0.06545128288
"scale = 2","reward
 all three",-0.10957073
"scale = 2","selfishness",0.000930263000000001
"scale = 2","generosity",-0.332947706
"scale = 2","tradition
 compliance",0.0255802386
"scale = 2","reward
 labor",0.052095384
"scale = 2","reward
 land",0.1738284374
"scale = 2","reward
 resource",0.3625222378
"scale = 2","reward labor
 and land",0.195942252
"scale = 2","reward labor
 and resource",-0.1424776265
"scale = 2","reward land
 and resource",-0.0585621846
"scale = 2","reward
 all three",-0.2769112967
"scale = 2","selfishness",-0.123929643
"scale = 2","generosity",0.56688399063
"scale = 2","tradition
 compliance",-0.254068759
"scale = 2","reward
 labor",0.00487744
"scale = 2","reward
 land",-0.2011349616
"scale = 2","reward
 resource",-0.1555428382
"scale = 2","reward labor
 and land",-0.0125117126
"scale = 2","reward labor
 and resource",-0.032836465
"scale = 2","reward land
 and resource",-0.03597975
"scale = 2","reward
 all three",0.2442427029
"scale = 2","selfishness",-0.064781222
"scale = 2","generosity",-0.5643212252
"scale = 2","tradition
 compliance",0.0100297046
"scale = 2","reward
 labor",0.1278318358
"scale = 2","reward
 land",0.1357945673
"scale = 2","reward
 resource",0.19672837
"scale = 2","reward labor
 and land",0.007937541
"scale = 2","reward labor
 and resource",0.36563700192
"scale = 2","reward land
 and resource",0.0855002246
"scale = 2","reward
 all three",-0.3003568056
"scale = 2","selfishness",0.053611491
"scale = 2","generosity",0.1753930834
"scale = 2","tradition
 compliance",0.054453496
"scale = 2","reward
 labor",-0.041542545
"scale = 2","reward
 land",-0.461415967
"scale = 2","reward
 resource",-0.2397009949
"scale = 2","reward labor
 and land",0.028905518
"scale = 2","reward labor
 and resource",-0.055789271
"scale = 2","reward land
 and resource",0.151746656
"scale = 2","reward
 all three",0.334338531
"scale = 2","selfishness",0.036479963
"scale = 2","generosity",0.388155351
"scale = 2","tradition
 compliance",0.134108748
"scale = 2","reward
 labor",-0.109737899
"scale = 2","reward
 land",-0.474489346
"scale = 2","reward
 resource",-0.042973259
"scale = 2","reward labor
 and land",-0.1980882259
"scale = 2","reward labor
 and resource",0.2005799468
"scale = 2","reward land
 and resource",-0.012006557
"scale = 2","reward
 all three",0.0779712779
"scale = 2","selfishness",-0.0981084961
"scale = 2","generosity",-0.1159326678
"scale = 2","tradition
 compliance",-0.0227390701
"scale = 2","reward
 labor",0.00192001258
"scale = 2","reward
 land",0.514244533112
"scale = 2","reward
 resource",-0.0024687139
"scale = 2","reward labor
 and land",0.12769972988
"scale = 2","reward labor
 and resource",-0.748149085492
"scale = 2","reward land
 and resource",0.0094068437
"scale = 2","reward
 all three",0.334126916564
"scale = 2","selfishness",0.7994272261
"scale = 2","generosity",-0.75156614379
"scale = 2","tradition
 compliance",-0.0635670289
"scale = 2","reward
 labor",-0.04541773729
"scale = 2","reward
 land",0.0165196462
"scale = 2","reward
 resource",-0.0001099811
"scale = 2","reward labor
 and land",-0.019562201
"scale = 2","reward labor
 and resource",-0.0808696484
"scale = 2","reward land
 and resource",-0.0054795838
"scale = 2","reward
 all three",0.15062544493
"scale = 2","selfishness",-0.25781908922
"scale = 2","generosity",-0.001034351
"scale = 2","tradition
 compliance",-0.3101451763
"scale = 2","reward
 labor",0.7864046643
"scale = 2","reward
 land",-0.3364851449
"scale = 2","reward
 resource",-0.0301758106
"scale = 2","reward labor
 and land",0.0020058798
"scale = 2","reward labor
 and resource",0.14218443156
"scale = 2","reward land
 and resource",-0.0130386173
"scale = 2","reward
 all three",0.018103209
"scale = 2","selfishness",0.495820988
"scale = 2","generosity",0.0973061756
"scale = 2","tradition
 compliance",0.0406673173
"scale = 2","reward
 labor",-0.3694281553
"scale = 2","reward
 land",0.1719051909
"scale = 2","reward
 resource",0.0384451255
